id,title,company,location,category,job_type,salary_min,salary_unit,posted_at,description,requirements,logo_url,education_level,experience_level,sub_category,updated_at,workplace_type
9a4fb420-d7d6-4ca4-aab1-471add08d429,Junior UI/UX Design Designer,Gojek Creative,Bishan,Design,Contract,19,hour,2025-11-21 07:32:49+00,Support design tasks for marketing and product visuals. Simple tools like Figma/Canva.,"- Basic design sense
- Can use Figma/Canva
- Portfolio preferred",https://logo.clearbit.com/gojekcreative.com,Diploma or above,Less than a year,UI/UX Design,2025-11-20 07:32:49+00,Remote
9eb244cb-6cf9-491a-8c1c-bbcfb8dda1f6,Data Engineer (Entry Level),DBS Bank,Bugis,IT Software,Full-time,21,hour,2025-11-11 07:32:49+00,Work with the product team to build and maintain app features. Training provided.,"- Basic programming knowledge
- Good attitude and learning mindset
- Teamwork",https://logo.clearbit.com/dbsbank.com,Diploma or above,Less than a year,Data,2025-11-18 07:32:49+00,Remote
a1854ea8-04c7-40ee-9354-bf6e0141e74d,Graphic Design Assistant,Creative Hub SG,Bugis,Design,Part-time,16,hour,2025-11-18 07:16:29+00,Help create posters and social media visuals for local brands. Simple edits in Canva/Adobe.,"- Basic design sense
- Can use Canva/Photoshop
- Portfolio preferred",https://logo.clearbit.com/creativehub.sg,Diploma or above,Less than a year,Graphic Design,2025-11-18 07:16:29+00,Hybrid
a1b65772-9af8-4e28-9cb0-c956963728d5,Tutor (Math),EduBright,Jurong East,Education,Contract,34,hour,2025-11-11 07:32:49+00,Teach students part-time with prepared materials. Flexible hours.,"- Strong subject knowledge
- Patient and responsible
- Teaching exp a plus",https://logo.clearbit.com/edubright.com,Degree preferred,Less than a year,Tutor,2025-11-20 07:32:49+00,Hybrid
a29a2c94-6778-4b9d-8f1d-124f6a3b8d51,Admin Assistant,NUS Office,Kent Ridge,Admin,Full-time,2500,month,2025-11-07 10:00:00+00,"Handle emails, data entry, and scheduling.","- MS Office skills
- Organized and careful",https://logo.clearbit.com/nus.edu.sg,Diploma or above,Less than a year,Office Admin,2025-11-23 06:56:10.671336+00,On-site
a5453f37-7a44-43e7-82cb-132ba6f55d91,Restaurant Waiter/Waitress,Din Tai Fung,Orchard,Hospitality,Part-time,12,hour,2025-11-22 07:16:29+00,"Serve customers, take orders, and keep dining area clean. Training provided.","- Friendly attitude
- Able to stand long hours
- Basic English",https://logo.clearbit.com/dintaifung.com.sg,No formal qualification,No experience,Waiter,2025-11-22 07:16:29+00,On-site
a7adabf2-27cb-4f44-83d4-fe603c82ef24,Teaching Assistant (Primary),MindChamps,Tanjong Pagar,Education,Shift-based,35,hour,2025-11-12 07:32:49+00,Teach students part-time with prepared materials. Flexible hours.,"- Strong subject knowledge
- Patient and responsible
- Teaching exp a plus",https://logo.clearbit.com/mindchamps.com,Diploma or above,Less than a year,Teaching Assistant,2025-11-22 07:32:49+00,On-site
aadc6a9f-b452-4218-b8d2-b96c01f7eb8a,Teaching Assistant (Math),MindChamps,Tuas,Education,Part-time,27,hour,2025-11-19 07:32:49+00,Teach students part-time with prepared materials. Flexible hours.,"- Strong subject knowledge
- Patient and responsible
- Teaching exp a plus",https://logo.clearbit.com/mindchamps.com,Degree preferred,1-3 years,Teaching Assistant,2025-11-18 07:32:49+00,On-site
b0c19345-78e4-4cf9-a828-281565c06dc5,Event Support Crew,Event Mania,Bugis,Events,Shift-based,14,hour,2025-11-10 07:32:49+00,"Assist event setup, crowd support, and on-site logistics.","- Able to work weekends/night
- Team player
- Comfortable standing",https://logo.clearbit.com/eventmania.com,No formal qualification,No experience,Event Support,2025-11-21 07:32:49+00,Hybrid
c17e6e0e-181b-4b2c-a0d0-f926382387b7,Tutor (Math),EduBright,Online,Education,Shift-based,35,hour,2025-11-09 07:32:49+00,Teach students part-time with prepared materials. Flexible hours.,"- Strong subject knowledge
- Patient and responsible
- Teaching exp a plus",https://logo.clearbit.com/edubright.com,Diploma or above,1-3 years,Tutor,2025-11-18 07:32:49+00,Remote
c85713d3-74cc-4e3c-a695-f25be2723ca6,Teaching Assistant (Primary),Kumon,Toa Payoh,Education,Part-time,31,hour,2025-11-13 07:32:49+00,Teach students part-time with prepared materials. Flexible hours.,"- Strong subject knowledge
- Patient and responsible
- Teaching exp a plus",https://logo.clearbit.com/kumon.com,Diploma or above,3-5 years,Teaching Assistant,2025-11-16 07:32:49+00,On-site
cacf093c-410c-41ee-8444-7c4229e46e7d,Tutor (Primary),EduBright,Bugis,Education,Full-time,31,hour,2025-11-20 07:32:49+00,Teach students part-time with prepared materials. Flexible hours.,"- Strong subject knowledge
- Patient and responsible
- Teaching exp a plus",https://logo.clearbit.com/edubright.com,Degree preferred,Less than a year,Tutor,2025-11-16 07:32:49+00,Remote
d47c31eb-c58a-4cbc-9681-856c6be8ac86,Warehouse Packer,Shopee Logistics,Jurong,Logistics,Full-time,2200,month,2025-11-19 10:00:00+00,"Pick and pack parcels, ensure orders are accurate.","- Basic English reading
- Willing to do shift work",https://logo.clearbit.com/shopee.sg,Secondary school,No experience,Warehouse,2025-11-23 06:56:10.671336+00,On-site
dc92afb9-aa47-4c5f-b86d-7d493cef2e09,UI/UX Design Assistant,SPH Media,Bugis,Design,Contract,16,hour,2025-11-16 07:32:49+00,Support design tasks for marketing and product visuals. Simple tools like Figma/Canva.,"- Basic design sense
- Can use Figma/Canva
- Portfolio preferred",https://logo.clearbit.com/sphmedia.com,Diploma or above,No experience,UI/UX Design,2025-11-23 07:32:49+00,Hybrid
ec097f75-ed90-4824-8178-8a301b61ed23,Retail Sales Assistant,Uniqlo,VivoCity,Retail,Part-time,10,hour,2025-11-19 10:00:00+00,"Assist customers, manage stock, and support store operations.","- Good communication
- Comfortable standing long hours
- Team player",https://logo.clearbit.com/uniqlo.com,Secondary school,No experience,Sales Assistant,2025-11-23 06:56:10.671336+00,On-site
ecd3420c-1c37-4900-9dbc-49bd3dc84a38,Delivery Driver (Van),Lalamove,Paya Lebar,Logistics,Full-time,3200,month,2025-11-14 07:16:29+00,Deliver parcels across Singapore. Company van provided.,"- Valid Class 3 license
- Familiar with SG roads
- Responsible",https://logo.clearbit.com/lalamove.com,No formal qualification,1-3 years,Driver,2025-11-20 07:16:29+00,On-site
f179e7cb-9c9a-4f8a-857a-16aaa4cdbfb3,UI/UX Design Intern,Creative Hub SG,Singapore,Design,Shift-based,15,hour,2025-11-09 07:32:49+00,Support design tasks for marketing and product visuals. Simple tools like Figma/Canva.,"- Basic design sense
- Can use Figma/Canva
- Portfolio preferred",https://logo.clearbit.com/creativehubsg.com,Diploma or above,No experience,UI/UX Design,2025-11-22 07:32:49+00,On-site
f2f39f1b-bb3c-4c0d-bcfb-0baca0fa84eb,Rider Assistant,Ninja Van,Raffles Place,Logistics,Shift-based,3600,month,2025-11-10 07:32:49+00,Support delivery/warehouse operations and basic scanning tasks.,"- Physically fit
- Basic smartphone skills
- Responsible",https://logo.clearbit.com/ninjavan.com,Secondary school,Less than a year,Rider,2025-11-23 07:32:49+00,Remote
f3cdb10c-1747-48fc-886d-b48e8c42c23f,Rider Coordinator,Lalamove,Jurong East,Logistics,Shift-based,2600,month,2025-11-09 07:32:49+00,Support delivery/warehouse operations and basic scanning tasks.,"- Physically fit
- Basic smartphone skills
- Responsible",https://logo.clearbit.com/lalamove.com,Secondary school,No experience,Rider,2025-11-19 07:32:49+00,Remote
f3f4a032-5811-41da-a9fb-83dc70e60517,Driver Assistant,Ninja Van,Singapore,Logistics,Contract,3000,month,2025-11-09 07:32:49+00,Support delivery/warehouse operations and basic scanning tasks.,"- Physically fit
- Basic smartphone skills
- Responsible",https://logo.clearbit.com/ninjavan.com,Secondary school,No experience,Driver,2025-11-20 07:32:49+00,On-site
fecd26a3-7b68-4de6-b5c2-527c2eb3c5a0,Tutor (Math),Bright Tuition,Bukit Timah,Education,Part-time,20,hour,2025-11-15 10:00:00+00,Teach secondary students math. Materials provided.,"- Strong math foundation
- Patient and clear teaching",https://logo.clearbit.com/kumon.com,Degree preferred,1-3 years,Tutor,2025-11-23 06:56:10.671336+00,On-site
